,YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
17483,2013,5,23,18.06,-0.4,8.83,20.79,19.27,28.27,9.0
17484,2013,4,22,16.85,6.44,11.65,16.66,15.05,25.29,10.23
17485,2013,6,20,22.12,2.87,12.5,24.05,18.23,31.46,13.23
17486,2013,4,20,16.56,9.24,12.9,16.08,16.72,24.98,8.27
17487,2013,4,24,17.55,6.48,12.01,18.83,21.61,29.77,8.16
17488,2013,6,13,15.59,6.55,11.07,15.8,12.91,22.13,9.23
17489,2013,5,4,20.68,1.08,10.88,20.66,16.37,28.58,12.22
17490,2013,4,24,17.89,3.96,10.92,17.96,18.34,27.64,9.3
17491,2013,5,27,15.15,10.19,12.67,16.69,10.97,21.15,10.19
17492,2013,5,24,17.56,3.3,10.43,19.58,19.24,27.63,8.39
17493,2013,6,26,25.09,14.98,20.03,27.01,16.8,33.62,16.82
17494,2013,6,21,20.94,6.4,13.67,23.8,14.56,28.56,14.01
17495,2013,4,22,22.92,6.88,14.9,22.79,17.23,32.35,15.12
17496,2013,4,1,18.63,6.12,12.38,19.9,16.44,28.23,11.8
17497,2013,6,2,29.47,3.58,16.52,31.73,20.95,40.4,19.44
17498,2013,5,12,24.72,9.77,17.24,24.51,17.31,34.22,16.9
17499,2013,6,23,20.61,11.85,16.23,22.23,12.12,27.25,15.14
17500,2013,5,20,20.23,10.15,15.19,22.31,14.38,27.58,13.19
17501,2013,5,5,13.46,7.94,10.7,12.59,9.8,18.7,8.9
17502,2013,5,26,19.76,7.34,13.55,21.69,17.03,28.48,11.44
17503,2013,4,27,11.08,9.65,10.37,13.26,4.43,13.8,9.37
17504,2013,7,4,14.75,12.3,13.53,13.48,3.05,16.0,12.94
17505,2013,9,25,11.02,6.76,8.89,11.3,7.62,14.72,7.1
17506,2013,8,23,23.81,7.99,15.9,25.75,19.53,34.34,14.82
17507,2013,7,8,27.19,-2.08,12.55,26.43,17.7,35.26,17.56
17508,2013,9,16,23.22,5.46,14.34,23.33,16.48,31.65,15.18
17509,2013,9,3,21.15,6.74,13.94,22.76,18.95,31.16,12.21
17510,2013,8,6,23.5,8.01,15.76,25.9,21.4,35.54,14.15
17511,2013,9,20,17.93,3.33,10.63,18.15,13.48,25.46,11.98
17512,2013,7,8,23.48,6.2,14.84,26.46,25.34,37.33,11.99
17513,2013,7,19,27.44,5.13,16.29,28.23,19.74,37.79,18.05
17514,2013,7,6,13.8,11.34,12.57,14.03,4.35,16.17,11.82
17515,2013,9,6,24.43,6.41,15.42,24.66,17.69,33.85,16.16
17516,2013,7,16,24.45,-1.47,11.49,26.48,17.63,33.87,16.24
17517,2013,8,20,25.73,7.54,16.63,27.94,14.29,33.04,18.74
17518,2013,7,14,26.43,5.75,16.08,28.69,24.57,39.26,14.69
17519,2013,7,4,32.74,10.17,21.46,34.84,20.12,43.56,23.43
17520,2013,8,18,29.74,8.3,19.02,31.18,16.52,38.51,21.98
17521,2013,7,1,21.17,11.8,16.48,22.14,7.67,25.19,17.52
17522,2013,7,10,23.19,5.44,14.31,21.9,16.66,30.63,13.98
17523,2013,8,6,19.6,9.36,14.48,22.2,10.93,25.45,14.52
17524,2013,9,1,16.3,14.6,15.44,15.85,2.77,17.53,14.76
17525,2013,8,8,21.64,0.26,10.95,23.28,16.79,30.7,13.91
17526,2013,7,24,25.08,8.37,16.73,26.76,18.36,34.17,15.81
17527,2013,6,16,15.64,9.58,12.61,16.3,11.19,21.4,10.22
17528,2013,6,11,22.93,4.03,13.48,22.81,16.77,31.17,14.4
17529,2013,4,29,23.8,10.73,17.26,23.65,16.14,32.54,16.4
17530,2013,5,13,22.83,9.75,16.29,23.41,16.78,31.05,14.27
17531,2013,5,25,14.52,8.86,11.69,17.58,9.1,20.08,10.97
17532,2013,5,5,17.54,5.39,11.46,19.41,13.95,25.26,11.31
17533,2013,4,9,12.86,4.22,8.54,12.68,15.59,20.71,5.13
17534,2013,5,29,14.84,9.78,12.31,15.28,8.6,19.46,10.85
17535,2013,4,29,19.67,4.19,11.93,21.12,18.01,29.3,11.28
17536,2013,5,19,17.88,3.32,10.6,19.71,22.46,30.26,7.8
17537,2013,6,16,24.06,4.75,14.4,25.36,21.24,34.39,13.15
17538,2013,6,8,29.85,7.32,18.58,30.19,19.51,40.14,20.63
17539,2013,5,5,18.51,8.9,13.7,19.73,13.87,25.75,11.88
17540,2013,5,24,13.47,6.39,9.93,15.22,10.27,19.05,8.77
17541,2013,6,20,13.6,10.2,11.9,13.87,6.07,16.87,10.8
17542,2013,5,2,17.14,0.25,8.69,15.78,18.95,26.54,7.59
17543,2013,4,25,13.01,9.12,11.07,13.08,11.37,19.23,7.86
17544,2013,5,18,20.06,1.58,10.82,21.78,18.19,29.69,11.51
17545,2013,5,22,15.43,-1.82,6.8,16.53,15.22,23.09,7.88
17546,2013,5,12,28.75,6.22,17.48,30.63,20.98,39.47,18.49
17547,2013,4,7,14.55,8.53,11.54,14.58,9.72,20.23,10.51
17548,2013,4,15,8.48,5.83,7.15,9.75,5.91,11.44,5.54
17549,2013,5,10,17.3,10.81,14.05,18.73,10.7,22.88,12.19
17550,2013,6,10,17.6,11.3,14.45,20.24,9.42,22.64,13.22
17551,2013,6,3,23.8,8.58,16.19,25.56,23.2,37.07,13.87
17552,2013,6,1,13.81,10.63,12.23,15.38,7.23,17.81,10.58
17553,2013,5,9,19.01,9.07,14.04,20.48,17.31,28.06,10.75
17554,2013,6,14,24.26,1.12,12.69,25.78,17.82,33.47,15.65
17555,2013,4,22,22.69,0.5,11.59,24.35,20.95,34.02,13.08
17556,2013,5,3,19.58,4.85,12.21,19.85,11.7,25.73,14.03
17557,2013,6,4,20.46,9.69,15.08,22.58,18.11,30.76,12.65
17558,2013,4,26,21.05,4.37,12.7,23.02,21.2,32.19,10.98
17559,2013,5,1,16.85,-0.48,8.19,16.58,16.06,25.44,9.37
17560,2013,5,25,12.48,7.24,9.87,14.44,11.52,18.88,7.36
17561,2013,5,18,15.03,-0.67,7.18,15.23,16.85,23.67,6.82
17562,2013,6,20,23.61,-0.27,11.67,25.12,18.23,33.18,14.95
17563,2013,5,26,18.54,7.61,13.08,20.44,16.65,27.24,10.59
17564,2013,6,30,31.45,6.42,18.94,32.24,17.73,41.42,23.69
17565,2013,5,22,15.69,9.62,12.65,18.48,11.02,21.53,10.51
17566,2013,5,26,18.16,8.49,13.33,20.19,16.7,27.2,10.49
17567,2013,6,19,19.54,2.85,11.19,20.29,15.77,26.5,10.73
17568,2013,5,6,18.51,9.27,13.9,19.96,10.02,23.35,13.33
17569,2013,5,27,12.21,10.6,11.4,12.17,4.59,14.86,10.26
17570,2013,6,12,19.23,2.26,10.74,20.8,20.52,29.9,9.39
17571,2013,6,15,16.06,-2.42,6.82,14.56,18.43,25.35,6.92
17572,2013,6,29,31.08,6.24,18.65,31.87,18.19,39.77,21.59
17573,2013,4,17,12.05,-0.93,5.56,13.23,15.83,20.25,4.43
17574,2013,4,9,10.58,-2.63,3.98,11.23,17.73,20.3,2.58
17575,2013,5,1,21.67,-5.88,7.9,22.75,21.59,32.56,10.97
17576,2013,5,4,17.26,6.69,11.98,16.35,13.58,24.2,10.62
17577,2013,6,22,14.46,10.91,12.69,14.64,8.09,18.9,10.81
17578,2013,4,30,8.93,-2.27,3.33,8.95,13.65,16.49,2.84
17579,2013,5,3,21.68,6.32,14.0,21.4,18.64,30.97,12.33
17580,2013,5,11,19.58,8.07,13.83,18.83,16.65,27.83,11.18
17581,2013,5,24,16.69,0.51,8.61,17.29,17.66,26.08,8.43
17582,2013,6,23,23.71,6.26,14.99,24.7,10.95,29.01,18.07
17583,2013,5,25,18.22,5.34,11.78,20.39,19.48,28.04,8.55
17584,2013,5,26,16.36,8.27,12.31,18.34,14.64,24.96,10.32
17585,2013,5,27,19.44,7.74,13.58,21.01,15.74,26.73,10.99
17586,2013,5,19,17.03,3.27,10.15,16.76,19.34,27.05,7.7
17587,2013,5,16,15.8,5.36,10.58,17.37,11.41,22.39,10.98
17588,2013,5,30,13.73,0.45,7.09,13.83,20.8,24.06,3.26
17589,2013,4,9,13.03,5.11,9.07,12.8,12.34,19.82,7.48
17590,2013,5,31,23.01,3.75,13.38,24.2,24.7,35.34,10.65
17591,2013,5,18,20.62,2.26,11.44,22.62,18.81,30.27,11.46
17592,2013,6,21,18.68,1.54,10.11,18.8,17.69,27.2,9.52
17593,2013,6,20,22.83,1.28,12.05,24.45,19.87,32.88,13.01
17594,2013,4,10,15.2,-5.06,5.07,14.4,18.45,23.84,5.39
17595,2013,5,5,14.05,3.59,8.82,14.58,10.94,19.98,9.05
17596,2013,5,30,21.15,2.8,11.98,23.12,21.65,32.09,10.44
17597,2013,6,7,25.62,9.47,17.54,26.61,25.77,39.19,13.41
17598,2013,6,1,25.49,3.83,14.66,26.62,21.42,36.98,15.56
17599,2013,4,29,19.67,4.19,11.93,21.12,18.01,29.3,11.28
17600,2013,6,16,22.17,3.56,12.87,21.96,16.59,30.81,14.22
17601,2013,4,25,15.88,6.72,11.3,15.74,14.97,23.57,8.6
17602,2013,6,16,17.51,3.65,10.58,17.11,16.62,26.44,9.82
17603,2013,6,1,19.81,4.37,12.09,19.87,22.23,31.89,9.66
17604,2013,5,22,15.12,-1.71,6.7,16.66,15.21,23.58,8.37
17605,2013,6,2,25.09,-0.18,12.46,24.59,17.01,33.66,16.65
17606,2013,6,20,15.19,7.59,11.39,15.55,11.25,20.84,9.59
17607,2013,5,3,22.43,1.06,11.75,22.3,13.95,30.69,16.74
17608,2013,5,14,21.51,3.91,12.71,22.83,16.62,29.15,12.53
17609,2013,6,4,19.94,9.6,14.77,22.08,18.92,30.82,11.9
17610,2013,6,29,22.34,9.93,16.13,22.09,18.85,32.34,13.49
17611,2013,5,15,17.0,7.45,12.23,18.17,17.34,26.37,9.01
17612,2013,5,1,19.87,1.75,10.81,20.03,19.19,30.81,11.62
17613,2013,5,23,10.34,5.01,7.67,10.06,8.34,14.76,6.43
17614,2013,5,10,23.07,12.3,17.69,22.94,16.05,30.79,14.73
17615,2013,5,29,19.3,6.94,13.12,20.64,16.23,27.65,11.42
17616,2013,5,13,22.12,9.78,15.95,23.78,20.86,33.55,12.69
17617,2013,5,4,24.76,2.3,13.53,25.89,19.09,34.7,15.62
17618,2013,6,29,33.03,6.74,19.89,34.48,21.85,43.88,22.03
17619,2013,5,28,19.3,10.76,15.03,21.22,13.59,27.17,13.58
17620,2013,5,8,13.87,5.51,9.69,16.88,15.42,22.64,7.22
17621,2013,6,7,29.64,5.77,17.7,28.36,20.22,38.84,18.62
17622,2013,5,20,20.23,10.15,15.19,22.31,14.38,27.58,13.19
17623,2013,5,28,20.47,5.65,13.05,22.59,16.62,29.75,13.12
17624,2013,5,22,11.92,-2.0,4.96,13.21,16.2,20.26,4.08
17625,2013,5,3,22.77,-8.1,7.33,22.99,21.58,33.4,11.82
17626,2013,4,28,18.36,8.51,13.43,19.8,14.82,26.85,12.02
17627,2013,5,27,17.01,11.62,14.31,19.83,10.12,23.11,12.98
17628,2013,6,12,24.12,2.87,13.5,26.22,20.09,34.28,14.19
17629,2013,5,6,12.19,5.17,8.69,13.96,9.63,17.65,8.02
17630,2013,5,14,19.43,8.89,14.15,20.41,17.6,29.23,11.62
17631,2013,5,13,22.12,9.78,15.95,23.78,20.86,33.55,12.69
17632,2013,5,28,25.05,11.17,18.12,26.9,16.47,34.5,18.03
17633,2013,4,30,17.54,2.2,9.87,17.45,14.34,24.89,10.55
17634,2013,4,11,16.75,8.58,12.66,17.87,14.54,24.83,10.3
17635,2013,6,17,22.73,7.41,15.07,24.86,20.05,33.36,13.31
17636,2013,6,12,15.88,2.66,9.27,16.33,17.29,25.21,7.92
17637,2013,6,28,29.78,7.88,18.83,31.64,19.13,39.72,20.58
17638,2013,4,15,11.88,4.01,7.94,13.32,12.59,19.0,6.4
17639,2013,6,4,17.87,11.43,14.65,21.92,11.46,24.88,13.42
17640,2013,5,5,17.95,9.72,13.83,19.68,12.46,24.8,12.33
17641,2013,4,17,12.37,-0.45,5.96,12.69,16.37,20.58,4.22
17642,2013,6,21,23.62,1.89,12.75,25.52,20.18,34.05,13.87
17643,2013,6,4,23.94,8.21,16.08,24.76,19.27,34.81,15.54
17644,2013,4,24,16.5,3.37,9.94,16.47,19.28,26.15,6.87
17645,2013,4,27,23.7,5.95,14.83,24.08,18.27,33.3,15.03
17646,2013,6,22,22.22,-2.2,10.01,23.38,17.66,30.46,12.8
17647,2013,5,12,27.69,3.43,15.56,27.77,19.53,36.85,17.32
17648,2013,4,24,21.31,6.24,13.77,23.22,19.68,31.99,12.31
17649,2013,5,22,11.34,-4.34,3.51,11.65,16.64,19.55,2.9
17650,2013,5,30,18.69,3.94,11.32,20.87,20.87,29.86,8.99
17651,2013,5,30,19.78,5.48,12.62,21.77,20.62,30.76,10.14
17652,2013,6,7,28.65,3.76,16.2,30.44,24.98,41.4,16.42
17653,2013,4,27,18.58,9.48,14.04,19.73,21.34,31.06,9.71
17654,2013,5,4,17.33,4.23,10.78,18.87,14.98,25.44,10.46
17655,2013,6,20,15.93,3.96,9.94,16.26,16.62,24.15,7.54
17656,2013,4,29,20.69,10.06,15.37,20.69,15.88,29.38,13.51
17657,2013,5,3,19.46,4.22,11.84,17.28,20.75,29.16,8.4
17658,2013,6,16,23.76,4.55,14.15,25.57,21.31,34.58,13.26
17659,2013,5,28,20.22,9.97,15.09,21.94,12.94,27.59,14.65
17660,2013,4,27,23.03,7.01,15.02,24.34,21.9,34.66,12.76
17661,2013,5,18,20.06,1.58,10.82,21.78,18.19,29.69,11.51
17662,2013,4,26,16.45,7.76,12.11,17.8,19.63,27.14,7.51
17663,2013,4,11,14.3,7.84,11.07,15.55,14.55,22.65,8.1
17664,2013,6,15,19.82,3.87,11.85,23.07,17.1,29.05,11.96
17665,2013,6,12,16.81,-0.02,8.39,16.92,15.71,24.41,8.7
17666,2013,6,10,18.5,10.83,14.67,20.62,12.14,25.64,13.5
17667,2013,4,24,12.76,7.94,10.34,12.34,12.31,19.62,7.3
17668,2013,5,24,18.36,1.33,9.84,20.76,21.69,29.74,8.05
17669,2013,6,13,21.95,1.31,11.63,24.07,20.82,32.29,11.47
17670,2013,5,23,14.07,4.14,9.1,16.07,14.84,23.03,8.19
17671,2013,5,20,22.89,1.17,12.03,24.36,21.05,33.08,12.02
17672,2013,5,10,19.33,10.58,14.95,21.09,20.08,30.43,10.35
17673,2013,6,29,28.73,8.79,18.76,27.96,17.83,37.23,19.4
17674,2013,6,10,25.66,8.55,17.1,27.65,14.0,32.62,18.62
17675,2013,6,23,17.44,6.87,12.15,18.15,11.15,22.78,11.64
17676,2013,6,9,23.26,13.05,18.16,25.67,15.27,32.74,17.48
17677,2013,5,26,15.43,5.04,10.23,18.01,17.74,24.86,7.12
17678,2013,6,1,16.33,-3.78,6.27,15.26,20.86,25.9,5.05
17679,2013,5,10,18.33,11.44,14.89,20.52,12.34,25.24,12.9
17680,2013,6,13,20.19,-0.99,9.61,21.6,19.69,29.63,9.94
17681,2013,5,17,15.81,4.18,10.0,17.8,14.69,23.04,8.35
17682,2013,5,25,10.71,5.01,7.86,10.75,12.48,17.17,4.69
17683,2013,6,12,22.5,3.87,13.19,24.32,15.85,29.71,13.86
17684,2013,4,27,13.04,8.54,10.79,13.26,13.53,21.2,7.67
17685,2013,6,14,17.23,11.1,14.16,20.37,9.26,22.4,13.14
17686,2013,4,21,22.22,1.78,12.0,23.37,21.55,33.34,11.79
17687,2013,5,26,10.06,-0.53,4.76,8.94,14.04,17.26,3.23
17688,2013,5,22,15.68,-2.84,6.42,17.36,14.27,23.55,9.28
17689,2013,5,19,21.01,5.4,13.2,22.19,19.62,31.03,11.41
17690,2013,5,26,17.96,8.4,13.18,20.15,16.03,26.82,10.79
17691,2013,4,16,10.94,-0.64,5.15,11.69,15.68,19.06,3.38
17692,2013,4,24,20.02,4.84,12.44,21.0,19.26,30.58,11.33
17693,2013,4,20,20.99,4.44,12.72,22.24,19.18,31.31,12.14
17694,2013,5,3,22.77,-8.1,7.33,22.99,21.58,33.4,11.82
17695,2013,5,22,11.92,-2.0,4.96,13.21,16.2,20.26,4.08
17696,2013,4,9,14.65,3.54,9.09,15.15,12.26,21.52,9.26
17697,2013,6,29,35.12,6.76,20.94,36.45,17.77,44.27,26.5
17698,2013,6,22,25.96,-0.74,12.62,28.1,20.03,35.94,15.91
17699,2013,6,11,21.62,5.56,13.59,22.66,18.12,31.39,13.27
17700,2013,6,28,32.21,8.29,20.25,34.46,19.8,42.45,22.65
17701,2013,6,22,21.87,6.82,14.34,24.31,24.58,34.8,10.22
17702,2013,4,30,22.89,7.63,15.26,23.58,15.27,31.12,15.86
17703,2013,4,4,11.74,10.8,11.27,11.8,4.71,14.55,9.83
17704,2013,5,3,23.33,0.27,11.8,22.26,12.91,30.38,17.47
17705,2013,5,22,15.54,-1.99,6.77,16.94,15.45,23.61,8.17
17706,2013,5,13,25.6,6.86,16.23,26.96,20.12,36.49,16.37
17707,2013,6,20,18.61,5.27,11.94,21.09,20.23,29.82,9.6
17708,2013,6,2,22.31,9.67,15.99,23.6,18.9,32.73,13.83
17709,2013,6,30,24.94,11.08,18.01,27.5,22.41,37.35,14.94
17710,2013,5,23,14.31,2.59,8.45,16.9,15.62,22.58,6.96
17711,2013,5,5,18.51,8.9,13.7,19.73,13.87,25.75,11.88
17712,2013,6,13,23.94,1.8,12.87,25.3,18.31,32.51,14.19
17713,2013,6,29,37.06,6.72,21.89,37.99,19.31,46.78,27.47
17714,2013,5,15,20.05,5.39,12.73,22.06,18.57,30.18,11.61
17715,2013,6,21,23.19,1.88,12.54,24.99,21.77,33.92,12.15
17716,2013,5,3,22.79,-3.17,9.81,22.28,16.13,31.96,15.82
17717,2013,4,17,8.83,0.21,4.52,8.62,16.44,16.91,0.48
17718,2013,5,29,21.56,7.19,14.38,23.55,22.17,33.34,11.18
17719,2013,5,19,15.77,6.66,11.22,15.69,14.14,23.23,9.09
17720,2013,6,12,15.41,8.01,11.71,17.54,14.08,23.51,9.44
17721,2013,4,5,22.4,8.79,15.59,24.12,16.21,31.77,15.57
17722,2013,6,28,32.02,9.56,20.8,33.63,21.55,42.56,21.01
17723,2013,6,17,23.08,6.23,14.65,24.9,18.96,33.23,14.27
17724,2013,4,20,20.08,0.76,10.42,20.4,21.07,31.12,10.05
17725,2013,6,30,28.51,9.41,18.96,28.46,20.48,38.18,17.69
17726,2013,6,13,18.25,11.61,14.93,21.11,11.23,24.27,13.05
17727,2013,4,26,17.15,10.16,13.66,18.66,10.95,23.34,12.4
17728,2013,5,4,16.65,7.4,12.02,15.15,10.62,22.42,11.8
17729,2013,6,12,21.97,4.43,13.2,24.03,20.45,32.84,12.39
17730,2013,4,30,14.71,5.41,10.06,16.53,16.65,24.72,8.08
17731,2013,6,3,15.51,9.69,12.6,18.09,11.57,22.47,10.9
17732,2013,4,27,18.01,9.56,13.79,19.69,12.16,25.39,13.22
17733,2013,5,12,16.19,6.2,11.2,15.73,15.41,24.27,8.86
17734,2013,5,1,19.16,3.57,11.37,20.44,21.28,29.99,8.71
17735,2013,5,23,10.02,-0.77,4.62,10.03,17.03,19.23,2.19
17736,2013,5,14,21.38,10.65,16.01,23.02,20.14,33.24,13.1
17737,2013,5,12,28.37,7.45,17.91,29.44,18.98,38.12,19.15
17738,2013,5,2,24.32,2.77,13.55,24.56,20.05,35.42,15.37
17739,2013,5,29,22.64,5.45,14.05,24.22,16.56,30.69,14.13
17740,2013,6,7,27.8,9.76,18.78,28.87,27.74,42.48,14.74
17741,2013,6,25,27.52,12.62,20.07,30.11,16.92,35.86,18.93
17742,2013,6,1,25.97,6.46,16.21,27.33,22.52,37.87,15.36
17743,2013,6,20,22.83,1.28,12.05,24.45,19.87,32.88,13.01
17744,2013,6,22,25.4,2.02,13.72,27.31,22.45,36.49,14.04
17745,2013,5,18,14.53,2.16,8.34,14.44,17.32,22.49,5.17
17746,2013,6,21,23.19,1.88,12.54,24.99,21.77,33.92,12.15
17747,2013,5,18,17.65,4.95,11.3,18.49,15.42,26.06,10.64
17748,2013,6,8,31.25,10.44,20.84,32.58,24.49,44.44,19.94
17749,2013,5,11,16.61,13.13,14.87,15.23,10.39,21.9,11.51
17750,2013,5,23,13.61,2.3,7.95,15.83,15.14,21.19,6.05
17751,2013,4,30,21.63,6.99,14.31,22.54,16.88,30.4,13.53
17752,2013,4,30,22.89,7.63,15.26,23.58,15.27,31.12,15.86
17753,2013,5,16,15.55,8.01,11.79,16.56,11.41,21.27,9.86
17754,2013,6,7,17.74,11.29,14.51,20.82,11.02,23.9,12.88
17755,2013,4,19,11.58,8.86,10.23,10.48,6.76,15.48,8.73
17756,2013,4,5,13.42,8.12,10.77,14.94,11.48,20.64,9.16
17757,2013,5,14,23.24,10.01,16.62,23.94,17.88,33.26,15.38
17758,2013,5,1,18.13,1.05,9.58,17.98,17.02,27.46,10.44
17759,2013,6,29,30.76,8.82,19.8,32.57,24.66,43.51,18.85
17760,2013,6,13,20.19,-0.99,9.61,21.6,19.69,29.63,9.94
17761,2013,5,14,20.84,0.55,10.69,22.2,20.7,31.67,10.98
17762,2013,6,1,18.27,8.12,13.19,18.08,20.09,29.06,8.98
17763,2013,5,14,23.24,10.01,16.62,23.94,17.88,33.26,15.38
17764,2013,5,29,20.3,7.3,13.8,22.18,15.95,28.91,12.97
17765,2013,6,18,17.02,4.78,10.9,17.96,13.84,24.3,10.45
17766,2013,4,30,17.54,2.2,9.87,17.45,14.34,24.89,10.55
17767,2013,6,22,21.87,-3.61,9.12,22.05,17.89,30.13,12.24
17768,2013,6,29,32.8,2.76,17.79,34.82,21.14,43.41,22.28
17769,2013,5,24,13.47,6.39,9.93,15.22,10.27,19.05,8.77
17770,2013,5,21,14.01,2.51,8.26,14.65,14.99,20.19,5.2
17771,2013,4,4,24.78,3.11,13.94,24.69,14.49,32.76,18.27
17772,2013,5,20,20.69,4.25,12.47,21.4,18.25,30.6,12.34
17773,2013,6,17,26.3,2.65,14.48,27.81,18.72,35.98,17.26
17774,2013,4,25,15.74,10.25,12.99,17.29,8.41,20.68,12.26
17775,2013,5,1,20.3,-2.36,8.97,20.59,19.55,30.05,10.49
17776,2013,6,20,20.72,0.73,10.72,22.77,17.79,28.78,11.0
17777,2013,6,7,23.09,11.12,17.11,25.37,28.73,39.37,10.65
17778,2013,5,11,20.13,10.3,15.22,20.79,18.82,30.55,11.74
17779,2013,5,26,16.32,8.26,12.29,17.95,16.62,24.97,8.34
17780,2013,5,26,18.54,7.61,13.08,20.44,16.65,27.24,10.59
17781,2013,5,13,22.3,7.42,14.86,21.81,11.94,27.94,15.99
17782,2013,4,12,16.84,7.9,12.37,16.92,16.03,25.76,9.73
17783,2013,4,7,12.3,9.44,10.87,13.15,9.02,17.68,8.66
17784,2013,6,9,25.09,10.78,17.94,25.84,16.02,32.73,16.7
17785,2013,6,30,25.1,10.08,17.59,24.83,17.65,34.64,16.98
17786,2013,6,12,27.31,2.19,14.75,29.1,20.03,37.61,17.58
17787,2013,5,14,19.92,10.12,15.02,21.69,18.61,30.93,12.32
17788,2013,6,26,16.76,11.69,14.23,16.41,12.52,23.8,11.28
17789,2013,6,29,26.3,8.3,17.3,28.37,23.69,39.24,15.56
17790,2013,5,18,12.53,9.58,11.05,13.2,5.88,15.72,9.83
17791,2013,4,10,13.82,-4.24,4.79,13.78,19.88,24.89,5.01
17792,2013,6,17,18.87,8.79,13.83,20.36,15.12,26.94,11.81
17793,2013,4,19,16.73,7.37,12.05,16.5,15.4,24.25,8.85
17794,2013,6,10,12.05,10.15,11.1,12.42,4.6,14.3,9.7
17795,2013,4,18,8.97,5.37,7.17,8.79,14.49,16.44,1.95
17796,2013,5,9,15.87,12.29,14.08,17.67,7.53,20.38,12.85
17797,2013,5,1,18.13,1.05,9.58,17.98,17.02,27.46,10.44
17798,2013,6,29,21.95,9.69,15.83,20.58,15.95,30.39,14.44
17799,2013,4,26,18.33,10.53,14.43,17.64,13.75,25.42,11.67
17800,2013,6,5,20.47,7.97,14.22,23.05,19.65,30.85,11.2
17801,2013,4,19,17.66,-6.91,5.37,18.08,21.89,28.87,6.98
17802,2013,5,25,15.23,0.35,7.79,17.8,19.74,25.64,5.89
17803,2013,6,15,12.37,10.37,11.37,14.86,3.88,14.48,10.59
17804,2013,5,21,20.26,3.12,11.69,21.32,16.39,28.38,11.98
17805,2013,4,27,14.59,8.99,11.79,13.67,14.8,22.83,8.02
17806,2013,4,28,17.95,9.19,13.58,19.95,11.65,24.4,12.75
17807,2013,6,7,17.74,11.29,14.51,20.82,11.02,23.9,12.88
17808,2013,6,22,22.83,1.83,12.33,23.48,18.7,31.38,12.68
17809,2013,6,27,25.84,12.7,19.27,25.74,18.69,35.48,16.79
17810,2013,6,23,15.26,12.64,13.95,15.43,4.77,17.95,13.18
17811,2013,6,29,29.13,10.4,19.77,29.75,23.09,40.96,17.87
17812,2013,5,12,27.69,3.43,15.56,27.77,19.53,36.85,17.32
17813,2013,6,19,17.4,-0.36,8.51,19.33,18.39,26.31,7.92
17814,2013,6,28,29.33,8.15,18.74,29.23,17.17,37.4,20.23
17815,2013,4,23,19.45,2.85,11.15,19.8,18.58,28.8,10.23
17816,2013,6,1,26.04,4.48,15.26,26.11,20.45,36.33,15.87
17817,2013,6,9,18.12,12.09,15.11,20.01,12.98,26.01,13.04
17818,2013,4,9,14.69,2.55,8.62,14.66,17.92,23.87,5.95
17819,2013,5,10,18.33,11.44,14.89,20.52,12.34,25.24,12.9
17820,2013,5,5,13.91,10.94,12.42,14.2,3.6,16.14,12.54
17821,2013,5,15,20.05,5.39,12.73,22.06,18.57,30.18,11.61
17822,2013,5,13,21.01,6.05,13.53,20.49,15.45,28.92,13.47
17823,2013,4,28,22.6,-1.45,10.58,23.95,19.53,33.65,14.12
17824,2013,4,22,18.51,-1.18,8.66,17.24,14.52,26.01,11.49
17825,2013,5,21,20.97,8.73,14.84,22.87,15.71,29.32,13.61
17826,2013,4,20,21.59,5.33,13.47,21.8,16.59,30.42,13.84
17827,2013,6,22,13.69,11.73,12.71,13.42,2.45,14.77,12.32
17828,2013,5,1,11.67,3.72,7.69,11.65,16.84,20.58,3.73
17829,2013,6,17,18.87,8.79,13.83,20.36,15.12,26.94,11.81
17830,2013,6,6,23.82,9.48,16.65,25.56,22.77,36.6,13.83
17831,2013,4,28,18.48,10.32,14.4,18.48,18.03,27.86,9.83
17832,2013,6,22,24.22,-0.2,12.01,25.4,19.55,33.66,14.12
17833,2013,6,8,28.85,9.51,19.19,30.7,26.55,43.61,17.05
17834,2013,5,26,17.35,8.75,13.05,19.33,15.67,26.08,10.41
17835,2013,6,22,25.4,2.02,13.72,27.31,22.45,36.49,14.04
17836,2013,4,12,15.27,7.5,11.38,17.91,13.8,23.65,9.84
17837,2013,5,9,16.33,10.16,13.25,17.7,15.42,24.73,9.3
17838,2013,4,30,20.08,4.84,12.47,20.15,14.38,27.78,13.41
17839,2013,6,29,34.15,6.55,20.35,35.41,19.6,44.4,24.8
17840,2013,6,1,26.46,3.04,14.75,27.49,19.68,36.94,17.26
17841,2013,5,21,21.3,-2.58,9.36,22.0,16.55,29.12,12.56
17842,2013,5,22,21.37,0.3,10.83,23.64,20.19,31.97,11.78
17843,2013,5,8,18.87,8.52,13.69,20.39,13.59,26.39,12.8
17844,2013,5,30,14.97,6.13,10.55,16.87,16.09,24.08,7.98
17845,2013,5,25,17.27,4.95,11.11,19.33,17.88,26.8,8.92
17846,2013,5,18,18.89,4.54,11.71,20.52,20.43,29.17,8.74
17847,2013,4,24,15.16,0.62,7.89,14.93,15.89,23.57,7.68
