,YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
9953,2012,6,25,16.95,5.36,11.15,18.48,16.84,25.21,8.37
9954,2012,6,25,14.08,2.5,8.29,14.89,15.3,21.5,6.2
9955,2012,6,25,11.1,1.09,6.1,11.44,15.36,18.44,3.08
9956,2012,6,25,14.08,2.5,8.29,14.89,15.3,21.5,6.2
9957,2012,6,28,17.32,1.51,9.41,16.63,18.38,25.94,7.57
9958,2012,6,28,20.17,2.44,11.31,20.14,18.42,29.02,10.6
9959,2012,6,28,20.17,2.44,11.31,20.14,18.42,29.02,10.6
9960,2012,6,29,20.02,5.32,12.67,20.07,16.57,28.12,11.55
9961,2012,6,30,20.45,8.62,14.54,20.95,16.46,28.56,12.1
9962,2012,6,30,18.59,7.03,12.81,18.09,15.75,25.93,10.17
9963,2012,7,1,20.47,9.87,15.17,21.26,14.13,27.79,13.65
9964,2012,7,2,22.2,8.24,15.23,22.73,15.91,30.55,14.65
9965,2012,7,2,22.2,8.24,15.23,22.73,15.91,30.55,14.65
9966,2012,7,3,22.17,4.94,13.55,22.32,18.01,30.83,12.82
9967,2012,7,4,21.61,3.37,12.48,19.53,14.36,28.62,14.27
9968,2012,7,4,24.33,7.24,15.78,26.47,21.88,36.4,14.51
9969,2012,7,5,20.53,3.86,12.19,21.09,17.05,28.87,11.82
9970,2012,7,6,23.63,5.69,14.66,24.6,20.27,34.02,13.75
9971,2012,7,6,21.11,2.71,11.91,19.36,16.21,28.81,12.6
9972,2012,7,9,25.32,0.44,12.87,24.79,18.63,34.65,16.01
9973,2012,7,10,27.7,-0.7,13.51,26.94,18.92,36.76,17.84
9974,2012,7,10,27.7,-0.7,13.51,26.94,18.92,36.76,17.84
9975,2012,7,10,25.62,0.57,13.09,23.25,18.73,34.4,15.68
9976,2012,7,11,26.36,0.15,13.26,24.03,18.02,35.05,17.03
9977,2012,7,11,28.94,-0.42,14.26,28.3,18.76,37.83,19.07
9978,2012,7,12,30.28,4.05,17.17,30.89,20.87,41.36,20.49
9979,2012,7,13,23.05,6.7,14.87,25.25,20.02,35.03,15.01
9980,2012,7,15,24.96,6.87,15.91,26.36,21.77,36.3,14.52
9981,2012,7,17,19.73,8.83,14.28,22.4,15.26,28.11,12.85
9982,2012,7,18,21.82,8.67,15.24,24.2,17.73,30.71,12.98
9983,2012,7,18,21.82,8.67,15.24,24.2,17.73,30.71,12.98
9984,2012,7,19,19.08,5.27,12.18,18.54,12.95,25.86,12.91
9985,2012,7,21,24.35,3.23,13.79,23.39,18.3,33.12,14.82
9986,2012,7,22,28.35,5.21,16.78,28.57,17.35,36.86,19.51
9987,2012,7,23,25.44,9.15,17.29,26.15,14.56,33.48,18.91
9988,2012,7,23,23.84,10.62,17.23,23.48,14.0,31.05,17.05
9989,2012,7,23,25.44,9.15,17.29,26.15,14.56,33.48,18.91
9990,2012,7,23,25.44,9.15,17.29,26.15,14.56,33.48,18.91
9991,2012,7,23,23.84,10.62,17.23,23.48,14.0,31.05,17.05
9992,2012,7,23,25.44,9.15,17.29,26.15,14.56,33.48,18.91
9993,2012,7,23,23.84,10.62,17.23,23.48,14.0,31.05,17.05
9994,2012,7,23,25.44,9.15,17.29,26.15,14.56,33.48,18.91
9995,2012,7,23,25.44,9.15,17.29,26.15,14.56,33.48,18.91
9996,2012,7,23,25.44,9.15,17.29,26.15,14.56,33.48,18.91
9997,2012,7,23,25.44,9.15,17.29,26.15,14.56,33.48,18.91
9998,2012,7,25,23.49,6.78,15.13,25.73,20.9,35.19,14.28
9999,2012,7,26,24.05,4.11,14.08,25.12,19.45,34.76,15.32
10000,2012,7,27,21.37,2.78,12.08,21.58,16.93,29.79,12.87
10001,2012,7,28,21.49,2.57,12.03,19.58,15.2,29.41,14.21
10002,2012,7,29,22.8,3.19,13.0,22.69,17.38,31.3,13.92
10003,2012,8,1,26.15,-2.79,11.68,24.94,18.69,35.31,16.62
10004,2012,8,6,24.47,2.9,13.69,24.25,17.73,33.33,15.6
10005,2012,8,7,26.22,-0.09,13.06,25.33,17.14,34.86,17.72
10006,2012,8,7,27.71,2.3,15.0,28.37,20.25,38.73,18.48
10007,2012,8,8,28.55,0.75,14.65,28.71,21.67,39.43,17.76
10008,2012,8,8,25.68,-1.72,11.98,23.48,16.74,34.4,17.66
10009,2012,8,11,29.63,5.77,17.7,31.49,25.46,43.3,17.83
10010,2012,8,11,29.63,5.77,17.7,31.49,25.46,43.3,17.83
10011,2012,8,13,31.03,7.73,19.38,32.9,23.69,44.08,20.4
10012,2012,8,13,29.96,7.25,18.61,30.23,15.61,37.92,22.31
10013,2012,8,15,28.94,8.38,18.65,29.98,16.97,39.59,22.62
10014,2012,8,16,26.69,5.22,15.95,26.69,18.84,36.57,17.73
10015,2012,8,18,27.1,9.03,18.07,28.98,21.95,39.52,17.58
10016,2012,8,22,25.62,5.47,15.55,26.26,18.66,35.83,17.17
10017,2012,8,22,23.3,-1.4,10.95,21.46,13.09,30.71,17.62
10018,2012,8,23,23.74,-0.1,11.83,23.32,15.66,32.0,16.34
10019,2012,8,23,23.74,-0.1,11.83,23.32,15.66,32.0,16.34
10020,2012,8,24,24.0,0.4,12.2,23.67,16.28,32.28,16.0
10021,2012,8,25,24.05,3.95,14.0,25.16,19.13,35.49,16.36
10022,2012,8,27,20.63,-1.65,9.49,20.16,19.65,30.25,10.61
10023,2012,8,31,18.33,2.45,10.39,19.12,15.33,26.58,11.25
10024,2012,9,2,21.8,-1.95,9.93,21.49,17.49,30.73,13.23
10025,2012,9,5,23.22,2.27,12.75,22.62,12.99,29.48,16.49
10026,2012,9,8,21.65,7.3,14.48,23.43,18.48,33.15,14.67
10027,2012,9,10,22.4,5.96,14.18,24.05,22.58,34.71,12.13
10028,2012,9,13,23.51,-2.69,10.41,22.62,16.76,32.62,15.86
10029,2012,9,15,23.84,5.01,14.42,25.09,22.01,36.41,14.41
10030,2012,9,15,21.84,-0.01,10.91,20.12,16.3,30.19,13.88
10031,2012,9,16,23.4,1.41,12.4,22.58,14.91,31.31,16.4
10032,2012,9,17,21.29,7.83,14.56,22.74,17.02,31.13,14.12
10033,2012,9,18,20.41,0.54,10.48,19.83,15.21,29.15,13.94
10034,2012,9,23,21.11,2.1,11.61,20.03,13.06,27.48,14.41
10035,2012,10,1,28.41,-1.84,13.29,26.63,18.92,38.51,19.58
10036,2012,10,2,25.15,-4.77,10.19,24.03,17.12,34.69,17.57
10037,2012,10,2,25.15,-4.77,10.19,24.03,17.12,34.69,17.57
10038,2012,10,2,30.05,-2.47,13.8,27.46,15.66,39.12,23.45
10039,2012,10,7,17.73,7.44,12.58,18.87,16.83,27.47,10.64
10040,2012,10,8,13.48,4.01,8.74,12.81,12.85,20.52,7.67
10041,2012,10,9,13.73,3.23,8.48,13.22,13.48,21.16,7.68
10042,2012,10,9,13.73,3.23,8.48,13.22,13.48,21.16,7.68
10043,2012,10,9,17.3,7.12,12.22,18.37,15.11,25.72,10.6
10044,2012,10,12,10.26,7.03,8.65,10.53,7.56,14.4,6.85
10045,2012,10,15,18.04,0.87,9.46,16.83,15.54,26.93,11.39
10046,2012,10,16,22.3,10.84,16.57,22.73,16.77,31.8,15.02
10047,2012,10,18,20.65,-0.48,10.08,19.65,15.16,29.26,14.1
10048,2012,10,18,20.65,-0.48,10.08,19.65,15.16,29.26,14.1
10049,2012,10,19,19.81,8.99,14.4,19.83,13.83,27.84,14.01
10050,2012,10,20,14.48,4.83,9.65,14.19,12.98,21.74,8.75
10051,2012,10,20,17.3,8.93,13.11,18.55,14.71,26.08,11.38
10052,2012,10,25,8.53,0.63,4.58,8.08,12.23,15.98,3.75
10053,2012,10,29,15.52,1.98,8.75,13.87,15.58,24.73,9.16
10054,2012,10,29,15.52,1.98,8.75,13.87,15.58,24.73,9.16
10055,2012,10,30,14.86,2.47,8.66,12.84,13.59,23.11,9.51
10056,2012,10,30,14.86,2.47,8.66,12.84,13.59,23.11,9.51
10057,2012,11,3,13.61,2.69,8.15,11.75,11.34,20.73,9.39
10058,2012,11,4,16.8,4.32,10.56,15.65,13.73,25.18,11.45
10059,2012,11,8,6.12,3.76,4.94,6.19,7.27,8.94,1.67
10060,2012,11,18,7.31,6.21,6.76,7.04,3.95,8.88,4.93
10061,2012,11,22,9.38,2.79,6.08,8.25,12.77,17.05,4.27
10062,2012,1,1,12.52,-10.76,0.88,9.84,16.55,23.2,6.65
10063,2012,1,2,13.61,-9.47,2.07,9.64,15.82,23.21,7.39
10064,2012,1,12,5.98,-13.52,-3.77,4.8,13.61,14.19,0.57
10065,2012,1,14,7.9,-12.56,-2.33,5.14,15.95,17.19,1.23
10066,2012,1,9,12.26,-3.94,4.16,10.51,15.73,21.44,5.7
10067,2012,1,21,6.27,2.27,4.27,6.14,9.95,10.69,0.74
10068,2012,1,28,11.33,-11.45,-0.06,10.55,15.23,21.1,5.88
10069,2012,1,31,11.19,-6.5,2.34,8.51,15.28,19.73,4.45
10070,2012,2,2,5.99,-8.59,-1.3,5.44,13.88,14.67,0.8
10071,2012,2,8,10.47,-4.06,3.21,9.48,16.7,19.27,2.58
10072,2012,2,9,12.33,-3.45,4.44,10.05,18.23,21.84,3.62
10073,2012,2,10,12.8,-2.44,5.18,10.95,15.23,22.51,7.28
10074,2012,2,11,7.19,4.01,5.61,8.07,9.02,12.39,3.37
10075,2012,2,23,12.07,-2.06,5.0,10.95,15.75,21.09,5.34
10076,2012,2,23,12.07,-2.06,5.0,10.95,15.75,21.09,5.34
10077,2012,2,24,0.34,-9.58,-4.62,-2.56,13.28,7.61,-5.67
10078,2012,3,2,5.64,-12.9,-3.63,5.3,13.42,13.55,0.12
10079,2012,3,3,8.86,-10.85,-0.99,8.05,19.48,19.58,0.1
10080,2012,3,5,15.01,-4.88,5.06,13.17,15.73,24.73,9.0
10081,2012,3,7,2.9,-13.81,-5.45,3.09,14.58,10.98,-3.59
10082,2012,3,10,12.81,-7.42,2.69,11.77,17.23,23.43,6.19
10083,2012,3,10,8.46,-10.24,-0.89,6.44,17.3,17.77,0.48
10084,2012,3,11,9.86,0.4,5.13,11.03,16.85,19.8,2.94
10085,2012,3,15,12.6,4.15,8.37,13.8,19.33,23.18,3.85
10086,2012,3,30,15.01,2.8,8.9,15.97,19.66,25.98,6.33
10087,2012,4,3,14.32,-4.71,4.8,14.19,18.16,24.3,6.15
10088,2012,4,9,17.01,-3.49,6.76,16.13,17.94,26.64,8.7
10089,2012,4,11,7.93,3.44,5.69,9.06,8.45,12.85,4.39
10090,2012,4,14,5.81,-0.6,2.61,6.89,12.17,12.65,0.48
10091,2012,4,15,13.15,-0.18,6.49,14.46,18.65,21.8,3.15
10092,2012,4,23,18.83,4.01,11.42,21.1,20.46,30.55,10.08
10093,2012,4,30,18.41,8.9,13.66,20.01,15.07,27.25,12.18
10094,2012,5,5,15.1,-4.57,5.26,16.03,21.55,25.71,4.15
10095,2012,5,7,19.55,-1.1,9.23,20.55,20.95,30.25,9.3
10096,2012,5,7,17.64,-5.88,5.87,18.13,19.91,27.07,7.15
10097,2012,5,8,20.18,-4.35,7.91,19.62,19.44,28.95,9.51
10098,2012,5,8,20.55,-7.2,6.67,20.0,18.06,28.62,10.56
10099,2012,5,8,20.18,-4.35,7.91,19.62,19.44,28.95,9.51
10100,2012,5,10,18.15,5.72,11.93,20.0,15.86,26.17,10.3
10101,2012,5,11,20.08,-1.49,9.3,22.67,21.08,30.6,9.52
10102,2012,5,11,19.36,1.55,10.45,21.11,21.59,30.82,9.23
10103,2012,5,13,23.73,-2.3,10.72,25.94,20.98,34.59,13.62
10104,2012,5,14,19.3,2.93,11.12,20.51,17.21,28.77,11.56
10105,2012,5,19,20.92,0.9,10.91,22.62,23.05,31.94,8.89
10106,2012,5,21,27.8,-3.5,12.15,29.19,18.93,37.69,18.76
10107,2012,5,21,25.62,-1.69,11.97,26.3,18.86,35.98,17.12
10108,2012,5,22,24.44,-1.81,11.32,27.06,21.34,35.27,13.93
10109,2012,5,22,22.82,0.81,11.81,24.86,22.19,34.39,12.2
10110,2012,5,23,18.83,1.3,10.07,20.8,18.55,28.76,10.19
10111,2012,5,27,16.17,-1.03,7.57,18.05,20.75,25.65,4.9
10112,2012,5,28,19.82,-3.16,8.33,21.47,21.3,30.2,8.9
10113,2012,6,2,27.11,-0.22,13.44,29.51,19.43,37.4,17.97
10114,2012,6,5,16.53,0.37,8.44,19.22,15.79,25.43,9.64
10115,2012,6,5,16.08,-3.79,6.15,18.76,15.59,24.71,9.12
10116,2012,6,5,16.08,-3.79,6.15,18.76,15.59,24.71,9.12
10117,2012,6,5,16.08,-3.79,6.15,18.76,15.59,24.71,9.12
10118,2012,6,7,25.17,-6.14,9.51,27.42,20.04,34.83,14.78
10119,2012,6,9,19.35,-4.77,7.29,21.32,19.65,29.63,9.98
10120,2012,6,10,23.54,-11.0,6.27,25.73,18.25,32.24,13.98
10121,2012,6,11,24.33,-6.92,8.7,25.28,21.37,34.94,13.58
10122,2012,6,11,24.33,-6.92,8.7,25.28,21.37,34.94,13.58
10123,2012,6,12,25.13,-1.58,11.77,27.17,20.16,35.84,15.68
10124,2012,6,13,23.63,-1.27,11.18,25.31,19.46,33.93,14.47
10125,2012,6,14,21.41,1.39,11.4,24.08,20.55,32.56,12.01
10126,2012,6,16,25.49,2.47,13.98,26.65,22.17,36.12,13.95
10127,2012,6,16,26.17,1.83,14.01,27.07,14.49,33.81,19.32
10128,2012,6,20,25.3,-0.2,12.55,27.13,22.88,37.25,14.37
10129,2012,6,26,26.39,-6.82,9.79,28.77,21.09,36.97,15.88
10130,2012,7,1,22.08,5.44,13.76,24.82,20.04,32.89,12.85
10131,2012,7,1,17.94,0.53,9.24,20.53,21.02,28.33,7.3
10132,2012,7,1,24.08,4.98,14.53,26.95,20.43,34.42,13.99
10133,2012,7,3,24.22,3.13,13.68,26.28,20.58,34.79,14.21
10134,2012,7,3,24.19,4.08,14.14,26.4,19.16,34.19,15.05
10135,2012,7,4,24.69,6.42,15.56,27.15,12.66,31.15,18.49
10136,2012,7,6,22.23,5.38,13.8,24.57,17.16,31.19,14.03
10137,2012,7,7,25.59,-3.12,11.23,27.57,19.24,35.9,16.65
10138,2012,7,7,18.12,-1.56,8.27,19.51,17.28,26.82,9.53
10139,2012,7,7,23.76,1.62,12.69,25.37,17.42,32.87,15.44
10140,2012,7,8,28.53,-5.98,11.28,31.04,19.81,38.08,18.26
10141,2012,7,9,29.88,-1.92,13.98,31.84,20.05,40.38,20.33
10142,2012,7,11,33.7,4.57,19.14,35.76,13.93,40.22,26.29
10143,2012,7,13,20.47,8.51,14.49,21.73,9.66,25.23,15.58
10144,2012,7,14,19.44,2.8,11.12,20.85,16.1,27.8,11.69
10145,2012,7,21,27.79,7.88,17.83,30.05,14.79,35.45,20.66
10146,2012,7,22,26.51,10.25,18.37,29.27,14.98,34.89,19.91
10147,2012,7,23,27.54,6.53,17.04,29.73,16.16,36.65,20.48
10148,2012,7,25,24.15,-1.72,11.22,26.71,19.48,34.65,15.17
10149,2012,7,26,23.51,-5.74,8.89,24.04,15.07,31.44,16.38
10150,2012,7,26,28.51,-4.67,11.91,30.83,17.76,37.91,20.16
10151,2012,8,2,27.27,11.05,19.16,29.62,15.77,36.12,20.36
10152,2012,8,3,27.4,7.59,17.49,29.9,15.41,35.43,20.03
10153,2012,8,5,29.15,4.4,16.78,31.06,18.27,38.68,20.4
10154,2012,8,8,31.58,9.73,20.66,33.49,17.01,40.92,23.91
10155,2012,8,10,32.91,8.66,20.79,34.51,14.16,40.84,26.69
10156,2012,8,11,31.52,9.65,20.59,32.35,14.02,39.59,25.58
10157,2012,8,12,31.93,9.46,20.69,33.76,16.02,40.4,24.38
10158,2012,8,12,31.93,9.46,20.69,33.76,16.02,40.4,24.38
10159,2012,8,13,31.48,8.81,20.14,32.96,15.81,39.95,24.14
10160,2012,8,15,24.3,4.5,14.4,26.05,14.64,31.88,17.25
10161,2012,8,18,28.06,11.93,20.0,31.26,13.27,34.83,21.56
10162,2012,8,22,25.69,11.42,18.55,28.37,13.59,32.98,19.4
10163,2012,8,23,26.07,10.3,18.19,28.78,16.2,34.94,18.74
10164,2012,8,25,24.74,8.55,16.65,27.3,17.46,34.19,16.73
10165,2012,8,26,22.56,1.94,12.25,24.36,18.77,32.53,13.76
10166,2012,8,29,28.4,5.74,17.07,29.0,13.88,35.81,21.94
10167,2012,8,29,28.4,5.74,17.07,29.0,13.88,35.81,21.94
10168,2012,8,30,26.97,10.19,18.58,28.15,12.16,33.85,21.69
10169,2012,9,2,24.4,-5.06,9.67,24.73,20.78,35.52,14.74
10170,2012,9,2,27.92,-1.25,13.33,29.74,18.5,37.54,19.04
10171,2012,9,8,26.9,8.03,17.47,27.71,17.16,35.73,18.56
10172,2012,9,8,26.9,8.03,17.47,27.71,17.16,35.73,18.56
10173,2012,9,10,24.9,15.3,20.1,26.55,12.42,32.08,19.67
10174,2012,9,10,24.9,15.3,20.1,26.55,12.42,32.08,19.67
10175,2012,9,11,23.48,17.19,20.34,26.02,11.8,30.21,18.4
10176,2012,9,14,19.7,-7.03,6.33,18.08,12.29,26.81,14.52
10177,2012,9,22,26.93,6.71,16.82,26.61,13.54,34.42,20.88
10178,2012,9,24,24.48,6.15,15.31,25.29,15.8,32.42,16.62
10179,2012,9,27,24.04,2.55,13.3,24.14,15.15,32.78,17.63
10180,2012,10,2,27.77,-2.17,12.8,26.73,17.09,36.91,19.83
10181,2012,10,2,26.53,-2.85,11.84,26.1,17.11,36.44,19.33
10182,2012,10,7,19.03,3.85,11.44,20.29,17.12,29.24,12.12
10183,2012,10,12,11.72,5.76,8.74,12.9,10.37,18.17,7.81
10184,2012,10,18,20.44,1.26,10.85,19.82,14.7,29.17,14.47
10185,2012,10,30,19.14,-8.95,5.09,15.83,14.55,28.39,13.83
10186,2012,10,31,17.33,-5.99,5.68,15.44,15.55,27.0,11.45
10187,2012,11,1,14.6,-3.87,5.37,14.18,14.82,23.66,8.84
10188,2012,11,8,4.01,-3.55,0.23,3.8,12.76,10.72,-2.03
10189,2012,11,13,14.96,-9.38,2.8,13.67,19.72,26.19,6.47
10190,2012,11,25,16.29,-1.35,7.47,13.29,12.52,24.3,11.77
10191,2012,11,25,16.29,-1.35,7.47,13.29,12.52,24.3,11.77
10192,2012,12,6,11.37,6.24,8.81,11.01,14.29,19.96,5.67
10193,2012,12,10,10.94,-7.05,1.95,9.08,16.18,19.98,3.8
10194,2012,9,5,25.83,9.48,17.65,27.79,11.92,32.99,21.08
10195,2012,1,2,15.62,-5.34,5.14,13.07,18.5,26.22,7.73
10196,2012,1,2,15.62,-5.34,5.14,13.07,18.5,26.22,7.73
10197,2012,1,7,10.6,-6.51,2.05,8.56,13.83,19.19,5.37
10198,2012,1,29,13.11,-10.13,1.48,11.09,18.58,23.56,4.98
10199,2012,1,7,11.83,-3.22,4.31,10.23,14.7,20.76,6.06
10200,2012,1,15,8.56,0.11,4.33,7.35,10.68,14.88,4.2
10201,2012,2,8,12.69,-1.43,5.63,12.06,16.83,22.16,5.33
10202,2012,2,4,10.31,-5.5,2.4,9.9,14.96,19.3,4.34
10203,2012,2,5,10.69,-5.26,2.72,10.33,16.42,20.03,3.62
10204,2012,3,15,12.82,6.37,9.6,13.89,17.45,22.68,5.23
10205,2012,4,21,24.7,2.06,13.38,25.05,17.46,34.83,17.36
10206,2012,5,7,19.06,-8.37,5.35,19.62,18.9,28.68,9.78
10207,2012,5,9,23.33,1.77,12.55,24.13,19.47,34.18,14.71
10208,2012,5,17,21.28,6.74,14.01,22.66,20.34,31.74,11.4
10209,2012,5,21,25.62,-1.69,11.97,26.3,18.86,35.98,17.12
10210,2012,5,26,10.7,2.66,6.69,13.29,12.05,17.42,5.37
10211,2012,6,19,21.0,2.62,11.81,23.48,20.66,31.94,11.28
10212,2012,6,30,23.74,-0.33,11.7,26.0,20.34,34.79,14.45
10213,2012,1,9,2.99,-5.53,-1.27,0.62,12.23,11.4,-0.84
10214,2012,6,24,15.32,3.56,9.44,18.51,17.41,25.46,8.06
10215,2012,1,2,8.81,7.17,7.99,7.26,9.47,14.76,5.29
10216,2012,1,9,11.87,3.55,7.7,9.98,7.39,16.58,9.19
10217,2012,1,9,10.73,-0.89,4.92,8.53,12.49,18.05,5.56
10218,2012,1,10,10.34,2.48,6.4,7.31,10.81,16.95,6.14
10219,2012,1,13,11.42,-1.07,5.18,8.94,15.66,20.68,5.01
10220,2012,1,15,8.98,-2.92,3.04,8.46,16.78,18.4,1.62
10221,2012,1,15,9.16,6.55,7.86,9.96,4.22,11.27,7.05
10222,2012,5,16,11.96,9.26,10.61,12.68,6.12,15.38,9.26
10223,2012,1,17,5.2,-0.47,2.37,4.15,8.96,10.89,1.93
10224,2012,1,17,7.3,1.82,4.56,8.31,5.06,10.44,5.37
10225,2012,5,29,11.48,8.83,10.15,11.96,6.05,14.9,8.84
10226,2012,6,24,13.19,8.99,11.09,13.81,5.88,16.18,10.3
10227,2012,1,27,9.73,3.23,6.48,9.2,13.06,17.49,4.43
10228,2012,2,6,9.7,4.08,6.89,8.68,8.73,14.98,6.24
10229,2012,2,10,10.95,6.67,8.81,10.15,14.76,19.33,4.57
10230,2012,2,25,9.12,3.28,6.2,9.61,12.59,16.84,4.25
10231,2012,3,6,8.87,5.04,6.95,9.65,3.95,10.64,6.69
10232,2012,3,7,8.03,-2.1,2.96,7.46,13.28,15.4,2.12
10233,2012,3,9,12.14,-1.33,5.4,10.1,19.18,23.85,4.67
10234,2012,3,10,9.58,3.8,6.69,10.24,13.24,16.9,3.65
10235,2012,3,23,7.72,0.9,4.31,8.71,15.12,16.72,1.6
10236,2012,4,9,11.88,4.91,8.4,12.29,19.76,23.02,3.26
10237,2012,5,5,12.07,7.98,10.02,11.76,9.5,17.57,8.07
10238,2012,5,11,19.66,5.55,12.6,20.8,20.61,30.71,10.1
10239,2012,5,13,11.83,9.4,10.62,12.13,4.98,14.31,9.33
10240,2012,5,15,15.21,7.83,11.52,16.26,16.53,23.88,7.35
10241,2012,5,18,14.18,4.82,9.5,16.13,17.59,24.44,6.85
10242,2012,5,18,11.76,8.39,10.08,12.34,6.56,15.62,9.05
10243,2012,5,19,13.66,7.19,10.42,13.8,13.66,21.63,7.98
10244,2012,5,22,17.31,7.52,12.41,18.98,16.92,27.23,10.31
10245,2012,5,27,14.77,5.92,10.35,17.16,16.27,24.31,8.04
10246,2012,5,28,11.28,7.22,9.25,11.61,8.93,16.33,7.4
10247,2012,6,1,22.05,8.0,15.02,24.01,22.18,34.81,12.63
10248,2012,6,10,21.4,-1.46,9.97,23.13,23.23,33.1,9.87
10249,2012,6,10,20.15,-0.29,9.93,21.8,22.79,31.99,9.19
10250,2012,6,11,24.74,1.19,12.97,25.91,20.71,35.74,15.03
10251,2012,6,11,23.72,1.08,12.4,24.28,19.29,33.85,14.56
10252,2012,6,13,17.62,8.41,13.01,20.59,18.02,28.37,10.36
10253,2012,6,13,17.62,8.41,13.01,20.59,18.02,28.37,10.36
10254,2012,6,15,16.75,8.93,12.84,16.69,16.05,25.61,9.55
10255,2012,6,16,28.1,5.73,16.91,30.53,26.86,41.4,14.54
10256,2012,6,18,24.08,6.37,15.23,26.89,20.14,34.67,14.53
10257,2012,6,19,20.87,4.59,12.73,23.55,23.48,33.01,9.54
10258,2012,6,21,16.15,6.48,11.32,17.82,12.13,22.52,10.39
10259,2012,6,22,13.67,9.76,11.72,14.15,9.09,18.19,9.1
10260,2012,6,25,13.67,8.76,11.21,13.94,11.86,19.55,7.69
10261,2012,6,26,14.22,10.34,12.28,14.52,7.42,18.14,10.72
10262,2012,6,26,14.22,10.34,12.28,14.52,7.42,18.14,10.72
10263,2012,6,26,17.79,4.42,11.11,20.59,19.59,28.57,8.98
10264,2012,6,27,23.73,1.4,12.56,26.67,23.34,35.24,11.9
10265,2012,6,28,20.76,6.95,13.86,23.44,21.82,32.76,10.94
10266,2012,7,1,19.18,10.94,15.06,22.24,15.02,27.96,12.94
10267,2012,7,2,14.26,11.88,13.07,14.76,4.62,16.81,12.19
10268,2012,7,3,18.51,7.74,13.12,21.37,19.26,29.5,10.24
10269,2012,7,4,20.94,7.25,14.09,23.7,22.31,33.92,11.61
10270,2012,7,4,20.94,7.25,14.09,23.7,22.31,33.92,11.61
10271,2012,7,5,19.05,6.37,12.71,21.89,18.69,29.58,10.88
10272,2012,7,6,23.84,4.04,13.94,26.89,21.95,34.8,12.85
10273,2012,7,8,15.55,10.58,13.06,15.87,12.06,22.23,10.17
10274,2012,7,8,22.58,6.48,14.52,25.84,23.31,35.64,12.33
10275,2012,7,10,26.4,2.24,14.32,29.03,27.36,40.55,13.19
10276,2012,7,14,19.8,7.64,13.72,22.92,20.51,31.61,11.1
10277,2012,7,14,15.3,10.18,12.74,15.72,10.99,21.36,10.37
10278,2012,7,15,16.69,9.19,12.94,18.91,13.17,24.04,10.87
10279,2012,7,18,19.8,7.55,13.68,23.07,20.24,30.87,10.62
10280,2012,7,19,14.02,11.55,12.79,14.82,5.33,16.7,11.37
10281,2012,7,20,23.77,8.54,16.15,26.52,23.8,35.9,12.11
10282,2012,7,22,14.57,11.85,13.21,15.19,6.1,17.87,11.77
10283,2012,7,22,14.57,11.85,13.21,15.19,6.1,17.87,11.77
10284,2012,7,26,16.35,8.8,12.58,18.19,12.05,22.83,10.8
10285,2012,7,28,18.84,9.63,14.23,21.65,17.38,28.78,11.39
10286,2012,7,29,16.01,10.86,13.44,16.4,12.62,23.0,10.37
10287,2012,7,30,15.01,12.13,13.57,15.48,7.24,18.65,11.4
10288,2012,7,30,24.65,5.04,14.84,27.31,26.71,38.33,11.62
10289,2012,7,31,17.74,10.22,13.98,17.69,15.11,26.19,11.08
10290,2012,8,6,23.63,6.38,15.01,26.52,26.21,37.76,11.55
10291,2012,8,7,23.94,5.46,14.7,26.52,22.44,36.59,14.15
10292,2012,8,7,15.32,11.82,13.57,15.55,7.05,19.16,12.12
10293,2012,8,9,29.08,3.98,16.53,31.44,21.75,41.05,19.3
10294,2012,8,11,30.2,4.71,17.45,32.43,21.94,42.4,20.46
10295,2012,8,13,16.04,11.73,13.88,16.23,7.16,20.4,13.24
10296,2012,8,23,19.9,9.38,14.64,21.37,14.18,27.59,13.41
10297,2012,8,25,19.47,7.83,13.65,22.26,19.37,31.0,11.63
10298,2012,9,1,14.64,9.94,12.29,15.02,10.68,20.55,9.87
10299,2012,9,2,17.83,9.26,13.55,17.35,19.04,28.49,9.45
10300,2012,9,8,21.24,7.64,14.44,23.89,19.66,33.47,13.8
10301,2012,9,9,14.38,11.58,12.98,14.78,6.04,17.92,11.88
10302,2012,9,9,19.47,5.83,12.65,21.87,19.2,31.04,11.84
10303,2012,9,12,20.06,9.68,14.87,20.7,16.27,29.01,12.75
10304,2012,9,14,16.79,10.07,13.43,16.97,14.72,25.94,11.22
10305,2012,9,14,23.13,8.73,15.93,25.33,22.34,36.7,14.36
10306,2012,9,16,22.19,2.42,12.3,23.48,19.15,33.45,14.3
10307,2012,9,18,18.21,6.55,12.38,19.43,19.42,29.44,10.02
10308,2012,9,21,20.55,5.64,13.1,20.7,17.48,30.9,13.42
10309,2012,9,21,20.82,4.76,12.79,22.34,21.7,33.33,11.63
10310,2012,10,7,14.08,10.62,12.35,14.23,13.2,21.99,8.79
10311,2012,10,8,15.0,12.62,13.81,15.08,5.93,18.31,12.39
10312,2012,10,14,17.8,9.39,13.59,18.68,18.58,28.68,10.09
10313,2012,10,14,18.72,9.63,14.17,18.94,17.0,28.48,11.48
10314,2012,10,16,20.16,13.58,16.87,21.06,16.66,30.27,13.61
10315,2012,10,18,19.88,9.72,14.8,19.05,13.69,28.01,14.32
